"cid_hex","glyph","uname"
"u/12353","𒍓","cuneiform sign ush times ku"
"u/12354","𒍔","cuneiform sign ush times kur"
"u/12355","𒍕","cuneiform sign ush times tak4"
"u/12356","𒍖","cuneiform sign ushx"
"u/12357","𒍗","cuneiform sign ush2"
"u/12358","𒍘","cuneiform sign ushumx"
"u/12359","𒍙","cuneiform sign utuki"
"u/1235a","𒍚","cuneiform sign uz3"
"u/1235b","𒍛","cuneiform sign uz3 times kaskal"
"u/1235c","𒍜","cuneiform sign uzu"
"u/1235d","𒍝","cuneiform sign za"
"u/1235e","𒍞","cuneiform sign za tenu"
"u/1235f","𒍟","cuneiform sign za squared times kur"
"u/12360","𒍠","cuneiform sign zag"
"u/12361","𒍡","cuneiform sign zamx"
"u/12362","𒍢","cuneiform sign ze2"
"u/12363","𒍣","cuneiform sign zi"
"u/12364","𒍤","cuneiform sign zi over zi"
"u/12365","𒍥","cuneiform sign zi3"
"u/12366","𒍦","cuneiform sign zib"
"u/12367","𒍧","cuneiform sign zib kaba tenu"
"u/12368","𒍨","cuneiform sign zig"
"u/12369","𒍩","cuneiform sign ziz2"
"u/1236a","𒍪","cuneiform sign zu"
"u/1236b","𒍫","cuneiform sign zu5"
"u/1236c","𒍬","cuneiform sign zu5 times a"
"u/1236d","𒍭","cuneiform sign zubur"
"u/1236e","𒍮","cuneiform sign zum"
"u/1236f","𒍯","cuneiform sign kap elamite"
"u/12370","𒍰","cuneiform sign ab times nun"
"u/12371","𒍱","cuneiform sign ab2 times a"
"u/12372","𒍲","cuneiform sign amar times kug"
"u/12373","𒍳","cuneiform sign dag kisim5 times u2 plus mash"
"u/12374","𒍴","cuneiform sign dag3"
"u/12375","𒍵","cuneiform sign dish plus shu"
"u/12376","𒍶","cuneiform sign dub times she"
"u/12377","𒍷","cuneiform sign ezen times gud"
"u/12378","𒍸","cuneiform sign ezen times she"
"u/12379","𒍹","cuneiform sign ga2 times an plus kak plus a"
"u/1237a","𒍺","cuneiform sign ga2 times ash2"
"u/1237b","𒍻","cuneiform sign ge22"
"u/1237c","𒍼","cuneiform sign gig"
"u/1237d","𒍽","cuneiform sign hush"
"u/1237e","𒍾","cuneiform sign ka times anshe"
"u/1237f","𒍿","cuneiform sign ka times ash3"
"u/12380","𒎀","cuneiform sign ka times gish"
"u/12381","𒎁","cuneiform sign ka times gud"
"u/12382","𒎂","cuneiform sign ka times hi times ash2"
"u/12383","𒎃","cuneiform sign ka times lum"
"u/12384","𒎄","cuneiform sign ka times pa"
"u/12385","𒎅","cuneiform sign ka times shul"
"u/12386","𒎆","cuneiform sign ka times tu"
"u/12387","𒎇","cuneiform sign ka times ur2"
"u/12388","𒎈","cuneiform sign lagab times gi"
"u/12389","𒎉","cuneiform sign lu2 sheshig times bad"
"u/1238a","𒎊","cuneiform sign lu2 times esh2 plus lal"
"u/1238b","𒎋","cuneiform sign lu2 times shu"
"u/1238c","𒎌","cuneiform sign mesh"
"u/1238d","𒎍","cuneiform sign mush3 times za"
"u/1238e","𒎎","cuneiform sign na4"
"u/1238f","𒎏","cuneiform sign nin"
"u/12390","𒎐","cuneiform sign nin9"
"u/12391","𒎑","cuneiform sign ninda2 times bal"
"u/12392","𒎒","cuneiform sign ninda2 times gi"
"u/12393","𒎓","cuneiform sign nu11 rotated ninety degrees"
"u/12394","𒎔","cuneiform sign pesh2 asterisk"
"u/12395","𒎕","cuneiform sign pir2"
"u/12396","𒎖","cuneiform sign sag times igi gunu"
"u/12397","𒎗","cuneiform sign ti2"
"u/12398","𒎘","cuneiform sign um times me"
"u/12399","𒎙","cuneiform sign u u"
"u/12400","𒐀","cuneiform numeric sign two ash"
"u/12401","𒐁","cuneiform numeric sign three ash"
"u/12402","𒐂","cuneiform numeric sign four ash"
"u/12403","𒐃","cuneiform numeric sign five ash"
"u/12404","𒐄","cuneiform numeric sign six ash"
"u/12405","𒐅","cuneiform numeric sign seven ash"
"u/12406","𒐆","cuneiform numeric sign eight ash"
"u/12407","𒐇","cuneiform numeric sign nine ash"
"u/12408","𒐈","cuneiform numeric sign three dish"
"u/12409","𒐉","cuneiform numeric sign four dish"
"u/1240a","𒐊","cuneiform numeric sign five dish"
"u/1240b","𒐋","cuneiform numeric sign six dish"
"u/1240c","𒐌","cuneiform numeric sign seven dish"
"u/1240d","𒐍","cuneiform numeric sign eight dish"
"u/1240e","𒐎","cuneiform numeric sign nine dish"
"u/1240f","𒐏","cuneiform numeric sign four u"
"u/12410","𒐐","cuneiform numeric sign five u"
"u/12411","𒐑","cuneiform numeric sign six u"
"u/12412","𒐒","cuneiform numeric sign seven u"
"u/12413","𒐓","cuneiform numeric sign eight u"
"u/12414","𒐔","cuneiform numeric sign nine u"
"u/12415","𒐕","cuneiform numeric sign one gesh2"
"u/12416","𒐖","cuneiform numeric sign two gesh2"
"u/12417","𒐗","cuneiform numeric sign three gesh2"
"u/12418","𒐘","cuneiform numeric sign four gesh2"
"u/12419","𒐙","cuneiform numeric sign five gesh2"
"u/1241a","𒐚","cuneiform numeric sign six gesh2"
"u/1241b","𒐛","cuneiform numeric sign seven gesh2"
"u/1241c","𒐜","cuneiform numeric sign eight gesh2"
"u/1241d","𒐝","cuneiform numeric sign nine gesh2"
"u/1241e","𒐞","cuneiform numeric sign one geshu"
"u/1241f","𒐟","cuneiform numeric sign two geshu"
"u/12420","𒐠","cuneiform numeric sign three geshu"
"u/12421","𒐡","cuneiform numeric sign four geshu"
"u/12422","𒐢","cuneiform numeric sign five geshu"
"u/12423","𒐣","cuneiform numeric sign two shar2"
"u/12424","𒐤","cuneiform numeric sign three shar2"
"u/12425","𒐥","cuneiform numeric sign three shar2 variant form"
"u/12426","𒐦","cuneiform numeric sign four shar2"
"u/12427","𒐧","cuneiform numeric sign five shar2"
"u/12428","𒐨","cuneiform numeric sign six shar2"
"u/12429","𒐩","cuneiform numeric sign seven shar2"
"u/1242a","𒐪","cuneiform numeric sign eight shar2"
"u/1242b","𒐫","cuneiform numeric sign nine shar2"
"u/1242c","𒐬","cuneiform numeric sign one sharu"
"u/1242d","𒐭","cuneiform numeric sign two sharu"
"u/1242e","𒐮","cuneiform numeric sign three sharu"
"u/1242f","𒐯","cuneiform numeric sign three sharu variant form"
"u/12430","𒐰","cuneiform numeric sign four sharu"
"u/12431","𒐱","cuneiform numeric sign five sharu"
"u/12432","𒐲","cuneiform numeric sign shar2 times gal plus dish"
"u/12433","𒐳","cuneiform numeric sign shar2 times gal plus min"
"u/12434","𒐴","cuneiform numeric sign one buru"
"u/12435","𒐵","cuneiform numeric sign two buru"
"u/12436","𒐶","cuneiform numeric sign three buru"
"u/12437","𒐷","cuneiform numeric sign three buru variant form"
"u/12438","𒐸","cuneiform numeric sign four buru"
"u/12439","𒐹","cuneiform numeric sign five buru"
"u/1243a","𒐺","cuneiform numeric sign three variant form esh16"
"u/1243b","𒐻","cuneiform numeric sign three variant form esh21"
"u/1243c","𒐼","cuneiform numeric sign four variant form limmu"
"u/1243d","𒐽","cuneiform numeric sign four variant form limmu4"
"u/1243e","𒐾","cuneiform numeric sign four variant form limmu a"
"u/1243f","𒐿","cuneiform numeric sign four variant form limmu b"
"u/12440","𒑀","cuneiform numeric sign six variant form ash9"
"u/12441","𒑁","cuneiform numeric sign seven variant form imin3"
"u/12442","𒑂","cuneiform numeric sign seven variant form imin a"
"u/12443","𒑃","cuneiform numeric sign seven variant form imin b"
"u/12444","𒑄","cuneiform numeric sign eight variant form ussu"
"u/12445","𒑅","cuneiform numeric sign eight variant form ussu3"
"u/12446","𒑆","cuneiform numeric sign nine variant form ilimmu"
"u/12447","𒑇","cuneiform numeric sign nine variant form ilimmu3"
"u/12448","𒑈","cuneiform numeric sign nine variant form ilimmu4"
"u/12449","𒑉","cuneiform numeric sign nine variant form ilimmu a"
"u/1244a","𒑊","cuneiform numeric sign two ash tenu"
"u/1244b","𒑋","cuneiform numeric sign three ash tenu"
"u/1244c","𒑌","cuneiform numeric sign four ash tenu"
"u/1244d","𒑍","cuneiform numeric sign five ash tenu"
"u/1244e","𒑎","cuneiform numeric sign six ash tenu"
"u/1244f","𒑏","cuneiform numeric sign one ban2"
"u/12450","𒑐","cuneiform numeric sign two ban2"
"u/12451","𒑑","cuneiform numeric sign three ban2"
"u/12452","𒑒","cuneiform numeric sign four ban2"
"u/12453","𒑓","cuneiform numeric sign four ban2 variant form"
"u/12454","𒑔","cuneiform numeric sign five ban2"
"u/12455","𒑕","cuneiform numeric sign five ban2 variant form"
"u/12456","𒑖","cuneiform numeric sign nigidamin"
"u/12457","𒑗","cuneiform numeric sign nigidaesh"
"u/12458","𒑘","cuneiform numeric sign one eshe3"
"u/12459","𒑙","cuneiform numeric sign two eshe3"
"u/1245a","𒑚","cuneiform numeric sign one third dish"
"u/1245b","𒑛","cuneiform numeric sign two thirds dish"
"u/1245c","𒑜","cuneiform numeric sign five sixths dish"
"u/1245d","𒑝","cuneiform numeric sign one third variant form a"
"u/1245e","𒑞","cuneiform numeric sign two thirds variant form a"
"u/1245f","𒑟","cuneiform numeric sign one eighth ash"
"u/12460","𒑠","cuneiform numeric sign one quarter ash"
"u/12461","𒑡","cuneiform numeric sign old assyrian one sixth"
"u/12462","𒑢","cuneiform numeric sign old assyrian one quarter"
"u/12463","𒑣","cuneiform numeric sign one quarter gur"
"u/12464","𒑤","cuneiform numeric sign one half gur"
"u/12465","𒑥","cuneiform numeric sign elamite one third"
"u/12466","𒑦","cuneiform numeric sign elamite two thirds"
"u/12467","𒑧","cuneiform numeric sign elamite forty"
"u/12468","𒑨","cuneiform numeric sign elamite fifty"
"u/12469","𒑩","cuneiform numeric sign four u variant form"
"u/1246a","𒑪","cuneiform numeric sign five u variant form"
"u/1246b","𒑫","cuneiform numeric sign six u variant form"
"u/1246c","𒑬","cuneiform numeric sign seven u variant form"
"u/1246d","𒑭","cuneiform numeric sign eight u variant form"
"u/1246e","𒑮","cuneiform numeric sign nine u variant form"
"u/12470","𒑰","cuneiform punctuation sign old assyrian word divider"
"u/12471","𒑱","cuneiform punctuation sign vertical colon"
"u/12472","𒑲","cuneiform punctuation sign diagonal colon"
"u/12473","𒑳","cuneiform punctuation sign diagonal tricolon"
"u/12474","𒑴","cuneiform punctuation sign diagonal quadcolon"
"u/12480","𒒀","cuneiform sign ab times nun tenu"
"u/12481","𒒁","cuneiform sign ab times shu2"
"u/12482","𒒂","cuneiform sign ad times esh2"
"u/12483","𒒃","cuneiform sign bad times dish tenu"
"u/12484","𒒄","cuneiform sign bahar2 times ab2"
"u/12485","𒒅","cuneiform sign bahar2 times ni"
"u/12486","𒒆","cuneiform sign bahar2 times za"
"u/12487","𒒇","cuneiform sign bu over bu times na2"
"u/12488","𒒈","cuneiform sign da times tak4"
"u/12489","𒒉","cuneiform sign dag times kur"
"u/1248a","𒒊","cuneiform sign dim times igi"
"u/1248b","𒒋","cuneiform sign dim times u u u"
"u/1248c","𒒌","cuneiform sign dim2 times ud"
"u/1248d","𒒍","cuneiform sign dug times anshe"
"u/1248e","𒒎","cuneiform sign dug times ash"
"u/1248f","𒒏","cuneiform sign dug times ash at left"
"u/12490","𒒐","cuneiform sign dug times din"
"u/12491","𒒑","cuneiform sign dug times dun"
"u/12492","𒒒","cuneiform sign dug times erin2"
"u/12493","𒒓","cuneiform sign dug times ga"
"u/12494","𒒔","cuneiform sign dug times gi"
"u/12495","𒒕","cuneiform sign dug times gir2 gunu"
"u/12496","𒒖","cuneiform sign dug times gish"
"u/12497","𒒗","cuneiform sign dug times ha"
"u/12498","𒒘","cuneiform sign dug times hi"
"u/12499","𒒙","cuneiform sign dug times igi gunu"
"u/1249a","𒒚","cuneiform sign dug times kaskal"
"u/1249b","𒒛","cuneiform sign dug times kur"
"u/1249c","𒒜","cuneiform sign dug times kushu2"
"u/1249d","𒒝","cuneiform sign dug times kushu2 plus kaskal"
"u/1249e","𒒞","cuneiform sign dug times lak-020"
"u/1249f","𒒟","cuneiform sign dug times lam"
"u/124a0","𒒠","cuneiform sign dug times lam times kur"
"u/124a1","𒒡","cuneiform sign dug times luh plus gish"
"u/124a2","𒒢","cuneiform sign dug times mash"
"u/124a3","𒒣","cuneiform sign dug times mes"
"u/124a4","𒒤","cuneiform sign dug times mi"
"u/124a5","𒒥","cuneiform sign dug times ni"
"u/124a6","𒒦","cuneiform sign dug times pi"
"u/124a7","𒒧","cuneiform sign dug times she"
"u/124a8","𒒨","cuneiform sign dug times si gunu"
"u/124a9","𒒩","cuneiform sign e2 times kur"
"u/124aa","𒒪","cuneiform sign e2 times pap"
"u/124ab","𒒫","cuneiform sign erin2 x"
"u/124ac","𒒬","cuneiform sign esh2 crossing esh2"
"u/124ad","𒒭","cuneiform sign ezen sheshig times ash"
"u/124ae","𒒮","cuneiform sign ezen sheshig times hi"
"u/124af","𒒯","cuneiform sign ezen sheshig times igi gunu"
"u/124b0","𒒰","cuneiform sign ezen sheshig times la"
"u/124b1","𒒱","cuneiform sign ezen sheshig times lal"
"u/124b2","𒒲","cuneiform sign ezen sheshig times me"
"u/124b3","𒒳","cuneiform sign ezen sheshig times mes"
"u/124b4","𒒴","cuneiform sign ezen sheshig times su"
"u/124b5","𒒵","cuneiform sign ezen times su"
"u/124b6","𒒶","cuneiform sign ga2 times bahar2"
"u/124b7","𒒷","cuneiform sign ga2 times dim gunu"
"u/124b8","𒒸","cuneiform sign ga2 times dug times igi gunu"
"u/124b9","𒒹","cuneiform sign ga2 times dug times kaskal"
"u/124ba","𒒺","cuneiform sign ga2 times eren"
"u/124bb","𒒻","cuneiform sign ga2 times ga"
"u/124bc","𒒼","cuneiform sign ga2 times gar plus di"
"u/124bd","𒒽","cuneiform sign ga2 times gar plus ne"
"u/124be","𒒾","cuneiform sign ga2 times ha plus a"
"u/124bf","𒒿","cuneiform sign ga2 times kushu2 plus kaskal"
"u/124c0","𒓀","cuneiform sign ga2 times lam"
"u/124c1","𒓁","cuneiform sign ga2 times lam times kur"
"u/124c2","𒓂","cuneiform sign ga2 times luh"
"u/124c3","𒓃","cuneiform sign ga2 times mush"
"u/124c4","𒓄","cuneiform sign ga2 times ne"
"u/124c5","𒓅","cuneiform sign ga2 times ne plus e2"
"u/124c6","𒓆","cuneiform sign ga2 times ne plus gi"
"u/124c7","𒓇","cuneiform sign ga2 times shim"
"u/124c8","𒓈","cuneiform sign ga2 times ziz2"
"u/124c9","𒓉","cuneiform sign gaba rotated ninety degrees"
"u/124ca","𒓊","cuneiform sign geshtin times u"
"u/124cb","𒓋","cuneiform sign gish times gish crossing gish"
"u/124cc","𒓌","cuneiform sign gu2 times igi gunu"
"u/124cd","𒓍","cuneiform sign gud plus gish times tak4"
"u/124ce","𒓎","cuneiform sign ha tenu gunu"
"u/124cf","𒓏","cuneiform sign hi times ash over hi times ash"
"u/124d0","𒓐","cuneiform sign ka times bu"
"u/124d1","𒓑","cuneiform sign ka times ka"
"u/124d2","𒓒","cuneiform sign ka times u u u"
"u/124d3","𒓓","cuneiform sign ka times ur"
"u/124d4","𒓔","cuneiform sign lagab times zu over zu"
"u/124d5","𒓕","cuneiform sign lak-003"
"u/124d6","𒓖","cuneiform sign lak-021"
"u/124d7","𒓗","cuneiform sign lak-025"
"u/124d8","𒓘","cuneiform sign lak-030"
"u/124d9","𒓙","cuneiform sign lak-050"
"u/124da","𒓚","cuneiform sign lak-051"
"u/124db","𒓛","cuneiform sign lak-062"
"u/124dc","𒓜","cuneiform sign lak-079 over lak-079 gunu"
"u/124dd","𒓝","cuneiform sign lak-080"
"u/124de","𒓞","cuneiform sign lak-081 over lak-081"
"u/124df","𒓟","cuneiform sign lak-092"
"u/124e0","𒓠","cuneiform sign lak-130"
"u/124e1","𒓡","cuneiform sign lak-142"
"u/124e2","𒓢","cuneiform sign lak-210"
"u/124e3","𒓣","cuneiform sign lak-219"
"u/124e4","𒓤","cuneiform sign lak-220"
"u/124e5","𒓥","cuneiform sign lak-225"
"u/124e6","𒓦","cuneiform sign lak-228"
"u/124e7","𒓧","cuneiform sign lak-238"
"u/124e8","𒓨","cuneiform sign lak-265"
"u/124e9","𒓩","cuneiform sign lak-266"
"u/124ea","𒓪","cuneiform sign lak-343"
"u/124eb","𒓫","cuneiform sign lak-347"
"u/124ec","𒓬","cuneiform sign lak-348"
"u/124ed","𒓭","cuneiform sign lak-383"
"u/124ee","𒓮","cuneiform sign lak-384"
"u/124ef","𒓯","cuneiform sign lak-390"
"u/124f0","𒓰","cuneiform sign lak-441"
"u/124f1","𒓱","cuneiform sign lak-449"
"u/124f2","𒓲","cuneiform sign lak-449 times gu"
"u/124f3","𒓳","cuneiform sign lak-449 times igi"
"u/124f4","𒓴","cuneiform sign lak-449 times pap plus lu3"
"u/124f5","𒓵","cuneiform sign lak-449 times pap plus pap plus lu3"
"u/124f6","𒓶","cuneiform sign lak-449 times u2 plus ba"
"u/124f7","𒓷","cuneiform sign lak-450"
"u/124f8","𒓸","cuneiform sign lak-457"
"u/124f9","𒓹","cuneiform sign lak-470"
"u/124fa","𒓺","cuneiform sign lak-483"
"u/124fb","𒓻","cuneiform sign lak-490"
"u/124fc","𒓼","cuneiform sign lak-492"
"u/124fd","𒓽","cuneiform sign lak-493"
"u/124fe","𒓾","cuneiform sign lak-495"
"u/124ff","𒓿","cuneiform sign lak-550"
"u/12500","𒔀","cuneiform sign lak-608"
"u/12501","𒔁","cuneiform sign lak-617"
"u/12502","𒔂","cuneiform sign lak-617 times ash"
"u/12503","𒔃","cuneiform sign lak-617 times bad"
"u/12504","𒔄","cuneiform sign lak-617 times dun3 gunu gunu"
"u/12505","𒔅","cuneiform sign lak-617 times ku3"
"u/12506","𒔆","cuneiform sign lak-617 times la"
"u/12507","𒔇","cuneiform sign lak-617 times tar"
"u/12508","𒔈","cuneiform sign lak-617 times te"
"u/12509","𒔉","cuneiform sign lak-617 times u2"
"u/1250a","𒔊","cuneiform sign lak-617 times ud"
"u/1250b","𒔋","cuneiform sign lak-617 times uruda"
"u/1250c","𒔌","cuneiform sign lak-636"
"u/1250d","𒔍","cuneiform sign lak-648"
"u/1250e","𒔎","cuneiform sign lak-648 times dub"
"u/1250f","𒔏","cuneiform sign lak-648 times ga"
"u/12510","𒔐","cuneiform sign lak-648 times igi"
"u/12511","𒔑","cuneiform sign lak-648 times igi gunu"
"u/12512","𒔒","cuneiform sign lak-648 times ni"
"u/12513","𒔓","cuneiform sign lak-648 times pap plus pap plus lu3"
"u/12514","𒔔","cuneiform sign lak-648 times shesh plus ki"
"u/12515","𒔕","cuneiform sign lak-648 times ud"
"u/12516","𒔖","cuneiform sign lak-648 times uruda"
"u/12517","𒔗","cuneiform sign lak-724"
"u/12518","𒔘","cuneiform sign lak-749"
"u/12519","𒔙","cuneiform sign lu2 gunu times ash"
"u/1251a","𒔚","cuneiform sign lu2 times dish"
"u/1251b","𒔛","cuneiform sign lu2 times hal"
"u/1251c","𒔜","cuneiform sign lu2 times pap"
"u/1251d","𒔝","cuneiform sign lu2 times pap plus pap plus lu3"
"u/1251e","𒔞","cuneiform sign lu2 times tak4"
"u/1251f","𒔟","cuneiform sign mi plus za7"
"u/12520","𒔠","cuneiform sign mush over mush times ga"
"u/12521","𒔡","cuneiform sign mush over mush times kak"
"u/12522","𒔢","cuneiform sign ninda2 times dim gunu"
"u/12523","𒔣","cuneiform sign ninda2 times gish"
"u/12524","𒔤","cuneiform sign ninda2 times gul"
"u/12525","𒔥","cuneiform sign ninda2 times hi"
"u/12526","𒔦","cuneiform sign ninda2 times kesh2"
"u/12527","𒔧","cuneiform sign ninda2 times lak-050"
"u/12528","𒔨","cuneiform sign ninda2 times mash"
"u/12529","𒔩","cuneiform sign ninda2 times pap plus pap"
"u/1252a","𒔪","cuneiform sign ninda2 times u"
"u/1252b","𒔫","cuneiform sign ninda2 times u plus u"
"u/1252c","𒔬","cuneiform sign ninda2 times uruda"
"u/1252d","𒔭","cuneiform sign sag gunu times ha"
"u/1252e","𒔮","cuneiform sign sag times en"
"u/1252f","𒔯","cuneiform sign sag times she at left"
"u/12530","𒔰","cuneiform sign sag times tak4"
"u/12531","𒔱","cuneiform sign sha6 tenu"
"u/12532","𒔲","cuneiform sign she over she"
"u/12533","𒔳","cuneiform sign she plus hub2"
"u/12534","𒔴","cuneiform sign she plus nam2"
"u/12535","𒔵","cuneiform sign she plus sar"
"u/12536","𒔶","cuneiform sign shu2 plus dug times ni"
"u/12537","𒔷","cuneiform sign shu2 plus e2 times an"
"u/12538","𒔸","cuneiform sign si times tak4"
"u/12539","𒔹","cuneiform sign tak4 plus sag"
"u/1253a","𒔺","cuneiform sign tum times gan2 tenu"
"u/1253b","𒔻","cuneiform sign tum times three dish"
"u/1253c","𒔼","cuneiform sign ur2 inverted"
"u/1253d","𒔽","cuneiform sign ur2 times ud"
"u/1253e","𒔾","cuneiform sign uru times dara3"
"u/1253f","𒔿","cuneiform sign uru times lak-668"
"u/12540","𒕀","cuneiform sign uru times lu3"
"u/12541","𒕁","cuneiform sign za7"
"u/12542","𒕂","cuneiform sign zu over zu plus sar"
"u/12543","𒕃","cuneiform sign zu5 times three dish tenu"
"u/13000","𓀀","egyptian hieroglyph a001"
"u/13001","𓀁","egyptian hieroglyph a002"
"u/13002","𓀂","egyptian hieroglyph a003"
"u/13003","𓀃","egyptian hieroglyph a004"
"u/13004","𓀄","egyptian hieroglyph a005"
