iclabel,glyph,strokeorder,strokecount
A:ucxa--:0041e7:䇧,䇧,314314125341,12
A:ucxa--:0041e8:䇨,䇨,314314354152,12
A:ucxa--:0041e9:䇩,䇩,314314251153,12
A:ucxa--:0041ea:䇪,䇪,314314154121,12
A:ucxa--:0041eb:䇫,䇫,3143141225125,13
A:ucxa--:0041ec:䇬,䇬,314314311234,12
A:ucxa--:0041ed:䇭,䇭,314314121335,12
A:ucxa--:0041ee:䇮,䇮,314314323121,12
A:ucxa--:0041ef:䇯,䇯,314314122111,12
A:ucxa--:0041f0:䇰,䇰,314314525341,12
A:ucxa--:0041f1:䇱,䇱,314314253541,12
A:ucxa--:0041f2:䇲,䇲,314314143134,12
A:ucxa--:0041f3:䇳,䇳,314314111534,12
A:ucxa--:0041f4:䇴,䇴,314314125351,12
A:ucxa--:0041f5:䇵,䇵,3143144413312,13
A:ucxa--:0041f6:䇶,䇶,3143143535112,13
A:ucxa--:0041f7:䇷,䇷,3143142515322,13
A:ucxa--:0041f8:䇸,䇸,3143142511121,13
A:ucxa--:0041f9:䇹,䇹,3143145113251,13
A:ucxa--:0041fa:䇺,䇺,3143141251431,13
A:ucxa--:0041fb:䇻,䇻,3143145133115,13
A:ucxa--:0041fc:䇼,䇼,3143142515215,13
A:ucxa--:0041fd:䇽,䇽,3143141213312,13
A:ucxa--:0041fe:䇾,䇾,3143144111251,13
A:ucxa--:0041ff:䇿,䇿,3143141251234,13
A:ucxa--:004200:䈀,䈀,3143143535122,13
A:ucxa--:004201:䈁,䈁,31431434125122,14
A:ucxa--:004202:䈂,䈂,314314431132,12
A:ucxa--:004203:䈃,䈃,31431444153251,14
A:ucxa--:004204:䈄,䈄,31431452413452,14
A:ucxa--:004205:䈅,䈅,31431412511534,14
A:ucxa--:004206:䈆,䈆,31431445131344,14
A:ucxa--:004207:䈇,䈇,31431421251112,14
A:ucxa--:004208:䈈,䈈,31431435115215,14
A:ucxa--:004209:䈉,䈉,31431441431531,14
A:ucxa--:00420a:䈊,䈊,31431412134354,14
A:ucxa--:00420b:䈋,䈋,31431425342511,14
A:ucxa--:00420c:䈌,䈌,31431444125111,14
A:ucxa--:00420d:䈍,䈍,31431441525111,14
A:ucxa--:00420e:䈎,䈎,314314122151234,15
A:ucxa--:00420f:䈏,䈏,314314125125121,15
A:ucxa--:004210:䈐,䈐,314314442134334,15
A:ucxa--:004211:䈑,䈑,31431425525251,14
A:ucxa--:004212:䈒,䈒,314314122543112,15
A:ucxa--:004213:䈓,䈓,314314251135345,15
A:ucxa--:004214:䈔,䈔,314314512115154,15
A:ucxa--:004215:䈕,䈕,314314251112134,15
A:ucxa--:004216:䈖,䈖,314314312344412,15
A:ucxa--:004217:䈗,䈗,314314325434354,15
A:ucxa--:004218:䈘,䈘,314314431554554,15
A:ucxa--:004219:䈙,䈙,314314554444124,15
A:ucxa--:00421a:䈚,䈚,314314542514544,15
A:ucxa--:00421b:䈛,䈛,314314212512254,15
A:ucxa--:00421c:䈜,䈜,314314325114554,15
A:ucxa--:00421d:䈝,䈝,314314521342511,15
A:ucxa--:00421e:䈞,䈞,314314412512511,15
A:ucxa--:00421f:䈟,䈟,314314251113422,15
A:ucxa--:004220:䈠,䈠,314314344311354,15
A:ucxa--:004221:䈡,䈡,314314353344544,15
A:ucxa--:004222:䈢,䈢,314314542511234,15
A:ucxa--:004223:䈣,䈣,314314121213134,15
A:ucxa--:004224:䈤,䈤,314314123412211,15
A:ucxa--:004225:䈥,䈥,314314353511253,15
A:ucxa--:004226:䈦,䈦,314314345234354,15
A:ucxa--:004227:䈧,䈧,314314344335554444,18
A:ucxa--:004228:䈨,䈨,31431452511534,14
A:ucxa--:004229:䈩,䈩,314314341443122,15
A:ucxa--:00422a:䈪,䈪,3143141251254312,16
A:ucxa--:00422b:䈫,䈫,3143145544442534,16
A:ucxa--:00422c:䈬,䈬,3143144411251124,16
A:ucxa--:00422d:䈭,䈭,314314325113554,15
A:ucxa--:00422e:䈮,䈮,3143144143135251,16
A:ucxa--:00422f:䈯,䈯,3143141225111134,16
A:ucxa--:004230:䈰,䈰,3143141212432511,16
A:ucxa--:004231:䈱,䈱,3143143443321511,16
A:ucxa--:004232:䈲,䈲,3143143354143554,16
A:ucxa--:004233:䈳,䈳,3143142511541541,16
A:ucxa--:004234:䈴,䈴,3143144315112234,16
A:ucxa--:004235:䈵,䈵,3143143454541541,16
A:ucxa--:004236:䈶,䈶,3143144453434251,16
A:ucxa--:004237:䈷,䈷,3143141234354251,16
A:ucxa--:004238:䈸,䈸,31431435351124412,17
A:ucxa--:004239:䈹,䈹,31431444532132511,17
A:ucxa--:00423a:䈺,䈺,31431455444435444,17
A:ucxa--:00423b:䈻,䈻,31431435111251124,17
A:ucxa--:00423c:䈼,䈼,31431444545434252,17
A:ucxa--:00423d:䈽,䈽,31431412212511121,17
A:ucxa--:00423e:䈾,䈾,31431412342432511,17
A:ucxa--:00423f:䈿,䈿,3143144525114134,16
A:ucxa--:004240:䉀,䉀,31431441312214444,17
A:ucxa--:004241:䉁,䉁,31431412211134454,17
A:ucxa--:004242:䉂,䉂,31431425121554234,17
A:ucxa--:004243:䉃,䉃,31431452133544124,17
A:ucxa--:004244:䉄,䉄,3143145212134354,16
A:ucxa--:004245:䉅,䉅,31431412143112354,17
A:ucxa--:004246:䉆,䉆,31431432511154444,17
A:ucxa--:004247:䉇,䉇,31431412211134522,17
A:ucxa--:004248:䉈,䉈,314314122125113134,18
A:ucxa--:004249:䉉,䉉,314314353511233544,18
A:ucxa--:00424a:䉊,䉊,314314541341251112,18
A:ucxa--:00424b:䉋,䉋,314314531521325111,18
A:ucxa--:00424c:䉌,䉌,31431452431353334,17
A:ucxa--:00424d:䉍,䉍,314314511225114544,18
A:ucxa--:00424e:䉎,䉎,314314243452511234,18
A:ucxa--:00424f:䉏,䉏,3143143535112533112,19
A:ucxa--:004250:䉐,䉐,314314125111212251,18
A:ucxa--:004251:䉑,䉑,314314311222214444,18
A:ucxa--:004252:䉒,䉒,314314343123425121,18
A:ucxa--:004253:䉓,䉓,314314123425111234,18
A:ucxa--:004254:䉔,䉔,314314135415341534,18
A:ucxa--:004255:䉕,䉕,314314432524312511,18
A:ucxa--:004256:䉖,䉖,314314125111234454,18
A:ucxa--:004257:䉗,䉗,314314121251122111,18
A:ucxa--:004258:䉘,䉘,314314123444511234,18
A:ucxa--:004259:䉙,䉙,314314145211111154,18
A:ucxa--:00425a:䉚,䉚,31431425221451554,17
A:ucxa--:00425b:䉛,䉛,314314325431234134,18
A:ucxa--:00425c:䉜,䉜,3143143113432411121,19
A:ucxa--:00425d:䉝,䉝,3143144311213121534,19
A:ucxa--:00425e:䉞,䉞,3143141312515344544,19
A:ucxa--:00425f:䉟,䉟,3143141213241112154,19
A:ucxa--:004260:䉠,䉠,3143143322521353134,19
A:ucxa--:004261:䉡,䉡,3143144125251125111,19
A:ucxa--:004262:䉢,䉢,3143141234341252511,19
A:ucxa--:004263:䉣,䉣,314314321511354444,18
A:ucxa--:004264:䉤,䉤,3143144312345313134,19
A:ucxa--:004265:䉥,䉥,31431412132535414544,20
A:ucxa--:004266:䉦,䉦,314314125221134515454,21
A:ucxa--:004267:䉧,䉧,314314354533411243122,21
A:ucxa--:004268:䉨,䉨,314314414313533343554,21
A:ucxa--:004269:䉩,䉩,314314123412512512515,21
A:ucxa--:00426a:䉪,䉪,314314251212512125121,21
A:ucxa--:00426b:䉫,䉫,314314312343533424134,21
A:ucxa--:00426c:䉬,䉬,314314413543345153554,21
A:ucxa--:00426d:䉭,䉭,314314555253415445445,21
A:ucxa--:00426e:䉮,䉮,3143145112251132411121,22
A:ucxa--:00426f:䉯,䉯,314314125125542511134,21
A:ucxa--:004270:䉰,䉰,314314255452511413434,21
A:ucxa--:004271:䉱,䉱,3143144523412512512515,22
A:ucxa--:004272:䉲,䉲,31431451513425234343434,23
A:ucxa--:004273:䉳,䉳,31431435251214444431112,23
A:ucxa--:004274:䉴,䉴,31431441251251112213534,23
A:ucxa--:004275:䉵,䉵,31431425111134344511534,23
A:ucxa--:004276:䉶,䉶,314314324111213241112154,24
A:ucxa--:004277:䉷,䉷,3143142512511351221113134,25
A:ucxa--:004278:䉸,䉸,314314411125141431134143112,27
A:ucxa--:004279:䉹,䉹,314314145211112512512511234341,30
A:ucxa--:00427a:䉺,䉺,431234121,9
A:ucxa--:00427b:䉻,䉻,4312343515,10
A:ucxa--:00427c:䉼,䉼,4312343312,10
A:ucxa--:00427d:䉽,䉽,43123443112,11
A:ucxa--:00427e:䉾,䉾,21135431234,11
A:ucxa--:00427f:䉿,䉿,43123434312,11
A:ucxa--:004280:䊀,䊀,43123412251,11
A:ucxa--:004281:䊁,䊁,431234312135,12
A:ucxa--:004282:䊂,䊂,4312125234,10
A:ucxa--:004283:䊃,䊃,431234351252,12
A:ucxa--:004284:䊄,䊄,121354431234,12
A:ucxa--:004285:䊅,䊅,431234354251,12
A:ucxa--:004286:䊆,䊆,321511431234,12
A:ucxa--:004287:䊇,䊇,4312341251124,13
A:ucxa--:004288:䊈,䊈,4312343155414,13
A:ucxa--:004289:䊉,䊉,4312344451234,13
A:ucxa--:00428a:䊊,䊊,4312345133115,13
A:ucxa--:00428b:䊋,䊋,4312345213121,13
A:ucxa--:00428c:䊌,䊌,4312344131535,13
A:ucxa--:00428d:䊍,䊍,31234353431234,14
A:ucxa--:00428e:䊎,䊎,43123443113455,14
A:ucxa--:00428f:䊏,䊏,43123443344334,14
A:ucxa--:004290:䊐,䊐,43123425111535,14
A:ucxa--:004291:䊑,䊑,43123424325251,14
A:ucxa--:004292:䊒,䊒,43123432411121,14
A:ucxa--:004293:䊓,䊓,431234251112134,15
A:ucxa--:004294:䊔,䊔,43123412225134,14
A:ucxa--:004295:䊕,䊕,43123451111254,14
A:ucxa--:004296:䊖,䊖,431234122543112,15
A:ucxa--:004297:䊗,䊗,431234325111121,15
A:ucxa--:004298:䊘,䊘,431234251212511,15
A:ucxa--:004299:䊙,䊙,132511132431234,15
A:ucxa--:00429a:䊚,䊚,431234325151454,15
A:ucxa--:00429b:䊛,䊛,4312343412343554,16
A:ucxa--:00429c:䊜,䊜,43123412511214124,17
A:ucxa--:00429d:䊝,䊝,431234312344544,15
A:ucxa--:00429e:䊞,䊞,43123441432512251,17
A:ucxa--:00429f:䊟,䊟,43123412212523434,17
A:ucxa--:0042a0:䊠,䊠,511541535431234,15
A:ucxa--:0042a1:䊡,䊡,43123425112522154,17
A:ucxa--:0042a2:䊢,䊢,52133544124431234,17
A:ucxa--:0042a3:䊣,䊣,43123412212512134,17
A:ucxa--:0042a4:䊤,䊤,431234125221251112,18
A:ucxa--:0042a5:䊥,䊥,4312345112321155212,19
A:ucxa--:0042a6:䊦,䊦,431234121451251431,18
A:ucxa--:0042a7:䊧,䊧,431234515322511134,18
A:ucxa--:0042a8:䊨,䊨,415251351143123435,18
A:ucxa--:0042a9:䊩,䊩,4312343123425121,16
A:ucxa--:0042aa:䊪,䊪,43122251125214,14
A:ucxa--:0042ab:䊫,䊫,4312342522122111111,19
A:ucxa--:0042ac:䊬,䊬,3123425111234431234,19
A:ucxa--:0042ad:䊭,䊭,43123412151211251124,20
A:ucxa--:0042ae:䊮,䊮,43123454154132411121,20
A:ucxa--:0042af:䊯,䊯,43123441312212512134,20
A:ucxa--:0042b0:䊰,䊰,431234411125112132511,21
A:ucxa--:0042b1:䊱,䊱,43123434341221111111534,23
A:ucxa--:0042b2:䊲,䊲,12522143123441431331121,23
A:ucxa--:0042b3:䊳,䊳,4312344131234123422111111,25
A:ucxa--:0042b4:䊴,䊴,4312343143143412512513434,25
A:ucxa--:0042b5:䊵,䊵,55444435,8
A:ucxa--:0042b6:䊶,䊶,554444525,9
A:ucxa--:0042b7:䊷,䊷,554444123,9
A:ucxa--:0042b8:䊸,䊸,554444115,9
A:ucxa--:0042b9:䊹,䊹,554444312,9
A:ucxa--:0042ba:䊺,䊺,5544441551,10
A:ucxa--:0042bb:䊻,䊻,5544443534,10
A:ucxa--:0042bc:䊼,䊼,5544442121,10
A:ucxa--:0042bd:䊽,䊽,5544445134,10
A:ucxa--:0042be:䊾,䊾,5544441234,10
A:ucxa--:0042bf:䊿,䊿,5544441134,10
A:ucxa--:0042c0:䋀,䋀,4513554234,10
A:ucxa--:0042c1:䋁,䋁,5544444135,10
A:ucxa--:0042c2:䋂,䋂,5544443434,10
A:ucxa--:0042c3:䋃,䋃,5544443115,10
A:ucxa--:0042c4:䋄,䋄,5544442534,10
A:ucxa--:0042c5:䋅,䋅,5544443112,10
A:ucxa--:0042c6:䋆,䋆,554444513,9
A:ucxa--:0042c7:䋇,䋇,5544445134,10
A:ucxa--:0042c8:䋈,䋈,53154554234,11
A:ucxa--:0042c9:䋉,䋉,55444444534,11
A:ucxa--:0042ca:䋊,䋊,55444412121,11
A:ucxa--:0042cb:䋋,䋋,55444451515,11
A:ucxa--:0042cc:䋌,䋌,5544441515,10
A:ucxa--:0042cd:䋍,䋍,55444412512,11
A:ucxa--:0042ce:䋎,䋎,55444425111,11
A:ucxa--:0042cf:䋏,䋏,55444431211,11
A:ucxa--:0042d0:䋐,䋐,55444415534,11
A:ucxa--:0042d1:䋑,䋑,55444412534,11
A:ucxa--:0042d2:䋒,䋒,55444454523,11
A:ucxa--:0042d3:䋓,䋓,55444435511,11
A:ucxa--:0042d4:䋔,䋔,55444413241,11
A:ucxa--:0042d5:䋕,䋕,323121554234,12
A:ucxa--:0042d6:䋖,䋖,554444511112,12
A:ucxa--:0042d7:䋗,䋗,554444125125,12
A:ucxa--:0042d8:䋘,䋘,554444111234,12
A:ucxa--:0042d9:䋙,䋙,554444122111,12
A:ucxa--:0042da:䋚,䋚,554444541541,12
A:ucxa--:0042db:䋛,䋛,554444431234,12
A:ucxa--:0042dc:䋜,䋜,451354554234,12
A:ucxa--:0042dd:䋝,䋝,554444443531,12
A:ucxa--:0042de:䋞,䋞,554444253434,12
A:ucxa--:0042df:䋟,䋟,5544445154544,13
A:ucxa--:0042e0:䋠,䋠,5544441251124,13
A:ucxa--:0042e1:䋡,䋡,5544443411234,13
A:ucxa--:0042e2:䋢,䋢,1213312554234,13
A:ucxa--:0042e3:䋣,䋣,3155414554234,13
A:ucxa--:0042e4:䋤,䋤,1121554234354,13
A:ucxa--:0042e5:䋥,䋥,5544442511211,13
A:ucxa--:0042e6:䋦,䋦,5544443155414,13
A:ucxa--:0042e7:䋧,䋧,55444451312251,14
A:ucxa--:0042e8:䋨,䋨,55444441431251,14
A:ucxa--:0042e9:䋩,䋩,55444432151135,14
A:ucxa--:0042ea:䋪,䋪,5544445212512,13
A:ucxa--:0042eb:䋫,䋫,554444355112,12
A:ucxa--:0042ec:䋬,䋬,55444411342444,14
A:ucxa--:0042ed:䋭,䋭,55444441542511,14
A:ucxa--:0042ee:䋮,䋮,55444434112431,14
A:ucxa--:0042ef:䋯,䋯,45131534554234,14
A:ucxa--:0042f0:䋰,䋰,25111134554234,14
A:ucxa--:0042f1:䋱,䋱,55444413434234,14
A:ucxa--:0042f2:䋲,䋲,55444425125115,14
A:ucxa--:0042f3:䋳,䋳,554444211352511,15
A:ucxa--:0042f4:䋴,䋴,554444545231234,15
A:ucxa--:0042f5:䋵,䋵,554444251135345,15
A:ucxa--:0042f6:䋶,䋶,554444132511134,15
A:ucxa--:0042f7:䋷,䋷,54523354554234,14
A:ucxa--:0042f8:䋸,䋸,554444331225111,15
A:ucxa--:0042f9:䋹,䋹,554444125125121,15
A:ucxa--:0042fa:䋺,䋺,554444312344334,15
A:ucxa--:0042fb:䋻,䋻,554444122543112,15
A:ucxa--:0042fc:䋼,䋼,554444535425221,15
A:ucxa--:0042fd:䋽,䋽,554444121121124,15
A:ucxa--:0042fe:䋾,䋾,554444134354354,15
A:ucxa--:0042ff:䋿,䋿,554444251211534,15
A:ucxa--:004300:䌀,䌀,554444312344412,15
A:ucxa--:004301:䌁,䌁,554444125221531,15
A:ucxa--:004302:䌂,䌂,554444513154121,15
A:ucxa--:004303:䌃,䌃,554444243251122,15
A:ucxa--:004304:䌄,䌄,554444125341254,15
A:ucxa--:004305:䌅,䌅,5544444135112251,16
A:ucxa--:004306:䌆,䌆,554444325113554,15
A:ucxa--:004307:䌇,䌇,5544441245554234,16
A:ucxa--:004308:䌈,䌈,5544442511541541,16
A:ucxa--:004309:䌉,䌉,5544442522112121,16
A:ucxa--:00430a:䌊,䌊,5544443443311252,16
A:ucxa--:00430b:䌋,䌋,554444122341251,15
A:ucxa--:00430c:䌌,䌌,55444454154132511,17
A:ucxa--:00430d:䌍,䌍,55444412212511121,17
A:ucxa--:00430e:䌎,䌎,25121354251554234,17
A:ucxa--:00430f:䌏,䌏,55444444545434252,17
A:ucxa--:004310:䌐,䌐,55444434432511135,17
A:ucxa--:004311:䌑,䌑,55444412512554121,17
A:ucxa--:004312:䌒,䌒,55444441352211535,17
A:ucxa--:004313:䌓,䌓,31554143554554234,17
A:ucxa--:004314:䌔,䌔,55444412512512515,17
A:ucxa--:004315:䌕,䌕,55444441312341234,17
A:ucxa--:004316:䌖,䌖,554444324111211234,18
A:ucxa--:004317:䌗,䌗,554444311222214444,18
A:ucxa--:004318:䌘,䌘,43252343134554234,17
A:ucxa--:004319:䌙,䌙,55444412212512134,17
A:ucxa--:00431a:䌚,䌚,554444125221431234,18
A:ucxa--:00431b:䌛,䌛,354441112513554234,18
A:ucxa--:00431c:䌜,䌜,5544442243143111234,19
A:ucxa--:00431d:䌝,䌝,5544441234123411234,19
A:ucxa--:00431e:䌞,䌞,5544443412512513434,19
A:ucxa--:00431f:䌟,䌟,5544445132514143112,19
A:ucxa--:004320:䌠,䌠,1312515343534554234,19
A:ucxa--:004321:䌡,䌡,5544442512211251431,19
A:ucxa--:004322:䌢,䌢,5544441452111134454,19
A:ucxa--:004323:䌣,䌣,55444431431444525151,20
A:ucxa--:004324:䌤,䌤,55444413425234343434,20
A:ucxa--:004325:䌥,䌥,55444434431215114544,20
A:ucxa--:004326:䌦,䌦,55444454154132411121,20
A:ucxa--:004327:䌧,䌧,55444412151211251124,20
A:ucxa--:004328:䌨,䌨,55444412235445411234,20
A:ucxa--:004329:䌩,䌩,55444412225221134534,20
A:ucxa--:00432a:䌪,䌪,5544445112251135321511,22
A:ucxa--:00432b:䌫,䌫,5544441251253142511135,22
A:ucxa--:00432c:䌬,䌬,5544444143125111515111,22
A:ucxa--:00432d:䌭,䌭,554444122324111214444,21
A:ucxa--:00432e:䌮,䌮,55444414521111123425111,23
A:ucxa--:00432f:䌯,䌯,55444412225125132411121,23
A:ucxa--:004330:䌰,䌰,554444122111122111122111,24
A:ucxa--:004331:䌱,䌱,554444415251351141431354,24
A:ucxa--:004332:䌲,䌲,55444412231254312114444,23
A:ucxa--:004333:䌳,䌳,5544441342523434343411214,25
A:ucxa--:004334:䌴,䌴,5544444152513511431112354,25
A:ucxa--:004335:䌵,䌵,554444513241342522135251214,27
A:ucxa--:004336:䌶,䌶,551123,6
A:ucxa--:004337:䌷,䌷,55125121,8
A:ucxa--:004338:䌸,䌸,5511154,7
A:ucxa--:004339:䌹,䌹,55125251,8
A:ucxa--:00433a:䌺,䌺,551122111,9
A:ucxa--:00433b:䌻,䌻,5515541541,10
A:ucxa--:00433c:䌼,䌼,5514325135,10
A:ucxa--:00433d:䌽,䌽,55134431234,11
A:ucxa--:00433e:䌾,䌾,551122543112,12
A:ucxa--:00433f:䌿,䌿,551125125121,12
A:ucxa--:004340:䍀,䍀,5512231425221,13
A:ucxa--:004341:䍁,䍁,551431353334454,15
A:ucxa--:004342:䍂,䍂,311252112,9
A:ucxa--:004343:䍃,䍃,3443311252,10
A:ucxa--:004344:䍄,䍄,31125221251,11
A:ucxa--:004345:䍅,䍅,31125234454,11
A:ucxa--:004346:䍆,䍆,31125244512,11
A:ucxa--:004347:䍇,䍇,3112523454,10
A:ucxa--:004348:䍈,䍈,31125214312,11
A:ucxa--:004349:䍉,䍉,31125225134,11
A:ucxa--:00434a:䍊,䍊,311252413434,12
A:ucxa--:00434b:䍋,䍋,31125231212211,14
A:ucxa--:00434c:䍌,䍌,31125241431251,14
A:ucxa--:00434d:䍍,䍍,1214513112523554,16
A:ucxa--:00434e:䍎,䍎,3112521224135221154444,22
A:ucxa--:00434f:䍏,䍏,25221,5
A:ucxa--:004350:䍐,䍐,25221112,8
A:ucxa--:004351:䍑,䍑,253434112,9
A:ucxa--:004352:䍒,䍒,252211234,9
A:ucxa--:004353:䍓,䍓,252211523,9
A:ucxa--:004354:䍔,䍔,252211354,9
A:ucxa--:004355:䍕,䍕,2522135154,10
A:ucxa--:004356:䍖,䍖,2522135515,10
A:ucxa--:004357:䍗,䍗,2522141554,10
A:ucxa--:004358:䍘,䍘,25221431234,11
A:ucxa--:004359:䍙,䍙,252213155414,12
A:ucxa--:00435a:䍚,䍚,252214511534,12
A:ucxa--:00435b:䍛,䍛,2522125122511,13
A:ucxa--:00435c:䍜,䍜,2522132411121,13
A:ucxa--:00435d:䍝,䍝,2522125342511,13
A:ucxa--:00435e:䍞,䍞,25343412511534,14
A:ucxa--:00435f:䍟,䍟,25221345234354,14
A:ucxa--:004360:䍠,䍠,252214134522554,15
A:ucxa--:004361:䍡,䍡,2522141352211535,16
A:ucxa--:004362:䍢,䍢,25221311222214444,17
A:ucxa--:004363:䍣,䍣,252211452111125121,18
A:ucxa--:004364:䍤,䍤,2522141432533543211,19
A:ucxa--:004365:䍥,䍥,252211331234312342121,21
A:ucxa--:004366:䍦,䍦,25221413452255432411121,23
A:ucxa--:004367:䍧,䍧,3112431112,10
A:ucxa--:004368:䍨,䍨,4311131252,10
A:ucxa--:004369:䍩,䍩,4311133134,10
A:ucxa--:00436a:䍪,䍪,43111311234,11
A:ucxa--:00436b:䍫,䍫,43111344535,11
A:ucxa--:00436c:䍬,䍬,43111314312,11
A:ucxa--:00436d:䍭,䍭,43111355414,11
A:ucxa--:00436e:䍮,䍮,431113341534,12
A:ucxa--:00436f:䍯,䍯,431113351355,12
A:ucxa--:004370:䍰,䍰,431113251341,12
A:ucxa--:004371:䍱,䍱,4311133411234,13
A:ucxa--:004372:䍲,䍲,43111332151135,14
A:ucxa--:004373:䍳,䍳,43111354545454,14
A:ucxa--:004374:䍴,䍴,43111331234531,14
A:ucxa--:004375:䍵,䍵,431113355112,12
A:ucxa--:004376:䍶,䍶,43111312511234,14
A:ucxa--:004377:䍷,䍷,431113521251152,15
A:ucxa--:004378:䍸,䍸,4311131251124124,16
A:ucxa--:004379:䍹,䍹,4311133251111344,16
A:ucxa--:00437a:䍺,䍺,43111325125124544,17
A:ucxa--:00437b:䍻,䍻,431113515515122134,18
A:ucxa--:00437c:䍼,䍼,431113153515352511,18
A:ucxa--:00437d:䍽,䍽,4311131331234312342121,22
A:ucxa--:00437e:䍾,䍾,1132541541,10
A:ucxa--:00437f:䍿,䍿,5415411121,10
A:ucxa--:004380:䎀,䎀,54154115534,11
A:ucxa--:004381:䎁,䎁,12251541541,11
A:ucxa--:004382:䎂,䎂,54154135515,11
A:ucxa--:004383:䎃,䎃,25211541541,11
A:ucxa--:004384:䎄,䎄,53251541541,11
A:ucxa--:004385:䎅,䎅,32511541541,11
A:ucxa--:004386:䎆,䎆,54154134454,11
A:ucxa--:004387:䎇,䎇,335414541541,12
A:ucxa--:004388:䎈,䎈,541541251153,12
A:ucxa--:004389:䎉,䎉,541541134534,12
A:ucxa--:00438a:䎊,䎊,354251541541,12
A:ucxa--:00438b:䎋,䎋,3121251541541,13
A:ucxa--:00438c:䎌,䎌,5415412512134,13
A:ucxa--:00438d:䎍,䎍,5415411251124,13
A:ucxa--:00438e:䎎,䎎,5415411221115,13
A:ucxa--:00438f:䎏,䎏,3445251541541,13
A:ucxa--:004390:䎐,䎐,12251112541541,14
A:ucxa--:004391:䎑,䎑,54154151124134,14
A:ucxa--:004392:䎒,䎒,54154115341534,14
A:ucxa--:004393:䎓,䎓,54154125342511,14
A:ucxa--:004394:䎔,䎔,5415411251124124,16
A:ucxa--:004395:䎕,䎕,4334433445541541,16
A:ucxa--:004396:䎖,䎖,432524312511541541,18
A:ucxa--:004397:䎗,䎗,313425125251541541,18
A:ucxa--:004398:䎘,䎘,5112321155212541541,19
A:ucxa--:004399:䎙,䎙,44512332511134541541,20
A:ucxa--:00439a:䎚,䎚,541541111211125114544,21
A:ucxa--:00439c:䎜,䎜,121315121335,12
A:ucxa--:00439c:䎜,䎜,121335121335,12
A:ucxa--:00439d:䎝,䎝,121335541541,12
A:ucxa--:00439e:䎞,䎞,121325115,9
A:ucxa--:00439f:䎟,䎟,531132522,9
A:ucxa--:0043a0:䎠,䎠,354132522,9
A:ucxa--:0043a1:䎡,䎡,1325224334,10
A:ucxa--:0043a2:䎢,䎢,111234315,9
A:ucxa--:0043a3:䎣,䎣,1112345434,10
A:ucxa--:0043a4:䎤,䎤,1112345135251,13
A:ucxa--:0043a5:䎥,䎥,1112343434251,13
A:ucxa--:0043a6:䎦,䎦,11123443344334,14
A:ucxa--:0043a7:䎧,䎧,11123441431251,14
A:ucxa--:0043a8:䎨,䎨,11123413425115,14
A:ucxa--:0043a9:䎩,䎩,11123455525121,14
A:ucxa--:0043aa:䎪,䎪,11123425111124,14
A:ucxa--:0043ab:䎫,䎫,111234345234354,15
A:ucxa--:0043ac:䎬,䎬,1112342522112154,16
A:ucxa--:0043ad:䎭,䎭,1112343121251454,16
A:ucxa--:0043ae:䎮,䎮,11123441432512251,17
A:ucxa--:0043af:䎯,䎯,11123412212511134,17
A:ucxa--:0043b0:䎰,䎰,111234122125113312,18
A:ucxa--:0043b1:䎱,䎱,111234252215425113535,21
A:ucxa--:0043b2:䎲,䎲,1221115,7
A:ucxa--:0043b3:䎳,䎳,1221113511,10
A:ucxa--:0043b4:䎴,䎴,1221111132,10
A:ucxa--:0043b5:䎵,䎵,12211145443,11
A:ucxa--:0043b6:䎶,䎶,12211125112,11
A:ucxa--:0043b7:䎷,䎷,122111311234,12
A:ucxa--:0043b8:䎸,䎸,1221111251251,13
A:ucxa--:0043b9:䎹,䎹,3431234122111,13
A:ucxa--:0043ba:䎺,䎺,12211131125222,14
A:ucxa--:0043bb:䎻,䎻,12211135121251,14
A:ucxa--:0043bc:䎼,䎼,12211151124134,14
A:ucxa--:0043bd:䎽,䎽,12211135152511,14
A:ucxa--:0043be:䎾,䎾,12211134125122,14
A:ucxa--:0043bf:䎿,䎿,122111312344334,15
A:ucxa--:0043c0:䏀,䏀,122111125123422,15
A:ucxa--:0043c1:䏁,䏁,1221114454143112,16
A:ucxa--:0043c2:䏂,䏂,122111321511254,15
A:ucxa--:0043c3:䏃,䏃,1221114525114134,16
A:ucxa--:0043c4:䏄,䏄,12211144534154121,17
A:ucxa--:0043c5:䏅,䏅,12211135445411234,17
A:ucxa--:0043c6:䏆,䏆,12211112512212511,17
A:ucxa--:0043c7:䏇,䏇,12211112522111234,17
A:ucxa--:0043c8:䏈,䏈,122111554444554234,18
A:ucxa--:0043c9:䏉,䏉,12211125115545544444,20
A:ucxa--:0043ca:䏊,䏊,1221114143125111515111,22
A:ucxa--:0043cb:䏋,䏋,5112344544515,13
A:ucxa--:0043cc:䏌,䏌,342511,6
A:ucxa--:0043cd:䏍,䏍,542511,6
A:ucxa--:0043ce:䏎,䏎,3511354,7
A:ucxa--:0043cf:䏏,䏏,3511112,7
A:ucxa--:0043d0:䏐,䏐,35115134,8
A:ucxa--:0043d1:䏑,䏑,3544253434,10
A:ucxa--:0043d2:䏒,䏒,35113215,8
A:ucxa--:0043d3:䏓,䏓,35411135,8
A:ucxa--:0043d4:䏔,䏔,35115211,8
A:ucxa--:0043d5:䏕,䏕,35113121,8
A:ucxa--:0043d6:䏖,䏖,35115152,8
